id,candidate,candidate_confidence,relevant_yn,relevant_yn_confidence,sentiment,sentiment_confidence,subject_matter,subject_matter_confidence,candidate_gold,name,relevant_yn_gold,retweet_count,sentiment_gold,subject_matter_gold,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
6510,Jeb Bush,1.0,yes,1.0,Negative,1.0,Foreign Policy,1.0,,KING_YAH_RULE,,1,,,RT @reignlove5152: @cspanwj /Jeb forgot that his BIG BRO destabilized IRAQ. CREATING ISIL. How could he even think that he can be POTUS? AR…,,2015-08-07 08:18:56 -0700,629673081389187072,,Arizona
6511,No candidate mentioned,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,MikeBoyerHa,,1,,,I'm not sure who won but I'm pretty sure the American people lost #GOPDebate,,2015-08-07 08:18:55 -0700,629673079724212224,Pennsylvania,Eastern Time (US & Canada)
6512,Marco Rubio,1.0,yes,1.0,Positive,0.6591,None of the above,1.0,,_sydneymeyer,,0,,,So who won the #GOPDebate last night? I think #Rubio and #Cruz commanded the stage. #Trump did more harm than good for himself,,2015-08-07 08:18:55 -0700,629673079103455232,,Eastern Time (US & Canada)
6513,No candidate mentioned,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,1.0,,Tigereye2012Dr,,1,,,"RT @_HankRearden: America gives Fox low marks after last night. #GOPDebate

http://t.co/ROehWpN3Y5",,2015-08-07 08:18:54 -0700,629673075374579712,,Pacific Time (US & Canada)
6514,Mike Huckabee,1.0,yes,1.0,Negative,0.3488,Religion,1.0,,76TomPaine,,0,,,@GovMikeHuckabee “It is of the utmost danger to society to make religion a party in political disputes.” #GOPDebate,,2015-08-07 08:18:54 -0700,629673073789272064,"Washington, DC",
6515,No candidate mentioned,1.0,yes,1.0,Neutral,0.6495,None of the above,0.6495,,SpicyMustang,,0,,,"""We need to be very aware that China and Russia are using technology to attack us, just like ISIS..."" —Carly Fiorina #GOPDebate",,2015-08-07 08:18:52 -0700,629673066436497408,"Montana, USA",Pacific Time (US & Canada)
6516,No candidate mentioned,1.0,yes,1.0,Neutral,1.0,None of the above,1.0,,BenitaZahn,,0,,,Did you watch the #GOPdebate last night? Who do you think was the winner - loser ? Did it change your mind about any of the candidates?,,2015-08-07 08:18:52 -0700,629673065161605120,"Albany, NY",Eastern Time (US & Canada)
6517,No candidate mentioned,0.4196,yes,0.6478,Neutral,0.6478,None of the above,0.4196,,lordtiberius,,1,,,"RT @drginaloudon: Who won? 
#HappyHour #GOPDebate",,2015-08-07 08:18:51 -0700,629673064028987392,"Houston, TX",Pacific Time (US & Canada)
6518,No candidate mentioned,1.0,yes,1.0,Positive,0.3452,LGBT issues,0.6548,,JolieRancher,,0,,,"""People could care less if you like them, they want their civil rights""- @RaulAReyes on the topic of LGBT rights at the #GOPDebate",,2015-08-07 08:18:51 -0700,629673062666010624,"Goontown, VA-DC-NY",Quito
6519,No candidate mentioned,1.0,yes,1.0,Positive,0.6639,None of the above,1.0,,TheTexasPhoenix,,4,,,He has the record and experience! #ExperienceMatters! .@GovernorPerry: I’m Ready To Be POTUS: https://t.co/TtNL12DLmN #Perry2016 #GOPDebate,,2015-08-07 08:18:49 -0700,629673055485214720,Texas,Central Time (US & Canada)
6520,Donald Trump,0.4444,yes,0.6667,Positive,0.3441,None of the above,0.4444,,4thrightfool,,0,,,"#GOPDebate When they all stand on stage together,
it looks like a @realDonaldTrump cabinet meeting.",,2015-08-07 08:18:48 -0700,629673049185357824,,Eastern Time (US & Canada)
6521,Donald Trump,1.0,yes,1.0,Negative,0.6725,None of the above,1.0,,pemarprcomedy,,10,,,"RT @GodfreyComedian: People are cheering Trump with ""Booray"" #GOPDebate",,2015-08-07 08:18:48 -0700,629673049042751488,,
6522,Ben Carson,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,0.6701,,makeliberalscry,,28,,,"RT @RexHuppke: Ben Carson, I'm Megyn Kelly, and I think you're a total idiot. Your response? #GOPDebate",,2015-08-07 08:18:48 -0700,629673049017614336,with the Kurds & Israelis 100%,Central Time (US & Canada)
6523,Rand Paul,0.4542,yes,0.6739,Negative,0.3478,None of the above,0.2344,,Foonok,,0,,,I hope Rand Paul knows that this country denies domestic terrorism when it comes to specific groups committing the crime. #GOPDebate,,2015-08-07 08:18:47 -0700,629673044068466688,Oakland Raiders,Eastern Time (US & Canada)
6524,Ted Cruz,1.0,yes,1.0,Positive,1.0,None of the above,1.0,,TreyMays,,0,,,"ICYMI: Frank Luntz: #GOPDebate ""Great News for Ted Cruz"" | Cruz for President http://t.co/qKO1ltdfBP",,2015-08-07 08:18:47 -0700,629673043565113344,"Dallas, Texas",Central Time (US & Canada)
6525,Jeb Bush,0.4317,yes,0.6571,Negative,0.6571,None of the above,0.4317,,1pamcake1,,130,,,"RT @Bipartisanism: Jeb Bush at the #GOPDebate:

""If you really want to find out how much damage one family can do to a country."" http://t.c…",,2015-08-07 08:18:46 -0700,629673042990333952,Wine Country,Pacific Time (US & Canada)
6526,Donald Trump,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,Kristen_Michele,,0,,,"If Donald Trump becomes president, I'm moving out of the country again. Far, far away from his terrible comb over. #JustSaying #GOPDebate",,2015-08-07 08:18:45 -0700,629673037902692352,"San Francisco, CA ",Eastern Time (US & Canada)
6527,No candidate mentioned,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,MichaelBernard6,,0,,,"Winning a presidential debate is the dumbest concept. It's supposed to be a discussion of ideas, not a pissing contest. #GOPDebate",,2015-08-07 08:18:44 -0700,629673032307613696,,
6528,No candidate mentioned,1.0,yes,1.0,Negative,0.6778,Foreign Policy,0.6444,,alSharifpasha,,88,,,RT @pari_passu: Odd. GOP is more upset over Obama openly limiting Iran's weaponry than when Reagan secretly increased it. #GOPDebate http:/…,,2015-08-07 08:18:42 -0700,629673024116101120,"Cincinnati, USA / Cairo, Egypt",Eastern Time (US & Canada)
6529,Donald Trump,1.0,yes,1.0,Positive,0.6486,Jobs and Economy,0.6486,,JaclynHStrauss,,1,,,I loved it in the #GOPdebate when @realDonaldTrump said the country needs him to straighten out the financial mess.,,2015-08-07 08:18:42 -0700,629673022895493120,"Halifax, Nova Scotia, Canada",Mid-Atlantic
6530,No candidate mentioned,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,0.6463,,y67940482,,38,,,RT @KLSouth: @FrankLuntz ...you have no credibility frank. #GOPDebate,,2015-08-07 08:18:42 -0700,629673022656417792,beverly hills ca,
6531,No candidate mentioned,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,B_LeighSwink,,0,,,These crazy republicans losers diss Hillary Clinton like every two minutes lmaooooooooo #GOPDebate,,2015-08-07 08:18:41 -0700,629673021213511680,,
6532,Donald Trump,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,aboyjohnny,,0,,,Think we need to see @realDonaldTrump birth certificate to verify his age.His tweets after the #GOPDebate last nite prove him to be about 13,,2015-08-07 08:18:40 -0700,629673017245745152,Lakewood,
6533,No candidate mentioned,0.67,yes,1.0,Negative,1.0,Women's Issues (not abortion though),1.0,,vivian_terry,,0,,,#GOPDebate an audience who laughs with a Man that publicly calls Women derogatory names. Be very afraid. VOTE,,2015-08-07 08:18:39 -0700,629673013181607936,,
6534,Jeb Bush,1.0,yes,1.0,Negative,0.7011,None of the above,1.0,,tracyealy1,,0,,,"#LibCrib Hey @JebBush, no way you're going to fool your non-supporters nor change history cuz you say so. #GOPDebate https://t.co/uRnYGW9DCV",,2015-08-07 08:18:39 -0700,629673011386302464,Central Illinois via Seattle,Central Time (US & Canada)
6535,No candidate mentioned,0.4444,yes,0.6667,Negative,0.6667,Women's Issues (not abortion though),0.4444,,heyitsAymen,,405,,,RT @zellieimani: Men deciding what women can or cannot do with their bodies. World history in a nutshell. #GOPDebate,,2015-08-07 08:18:39 -0700,629673011327545344,,
6536,Donald Trump,1.0,yes,1.0,Negative,0.6813,Women's Issues (not abortion though),0.6813,,eclaireanderson,,0,,,A HISTORIC FIRST: Republican presidential candidate @realDonaldTrump is now actively trolling the female #GOPdebate moderator on Twitter.,,2015-08-07 08:18:38 -0700,629673007493984256,IDAHO,Eastern Time (US & Canada)
6537,No candidate mentioned,0.3819,yes,0.618,Negative,0.618,,0.2361,,MentalHealthM,,0,,,"Waters, waters, rising fast; history catching up at last. That's it in a nutshell.  #GOPDebate #FridayFeeling Aldon Smith #GOPDebate King",,2015-08-07 08:18:35 -0700,629672996614107136,Undisclosed,
6538,Mike Huckabee,0.4025,yes,0.6344,Positive,0.6344,None of the above,0.4025,,georgehenryw,,1,,,"RT @Amandajbutt: @karen_estill Yes #Huckabee was on fire!So proud of his boldness,convictions shining through! #Imwithhuck #gopdebate https…",,2015-08-07 08:18:35 -0700,629672993510154240,Texas,Central Time (US & Canada)
6539,No candidate mentioned,1.0,yes,1.0,Negative,0.6867,Racial issues,0.6858,,SirKozmo,,0,,,"Last night in the #GOPDebate, someone should've asked the candidates if if any of them knew what NWA stood for. #BlackLivesMatter",,2015-08-07 08:18:34 -0700,629672991060815872,City under the blood-red Son,Eastern Time (US & Canada)
6540,No candidate mentioned,1.0,yes,1.0,Neutral,1.0,None of the above,1.0,,comicriffs,,2,,,"The #GOPdebate, as told in real-time sketches: #cleveland #politics @foxnews  http://t.co/xO0Jd1Mn0C",,2015-08-07 08:18:34 -0700,629672989810905088,Wash DC via UCSD,Quito
6541,Donald Trump,1.0,yes,1.0,Negative,1.0,Women's Issues (not abortion though),1.0,,AlexfromPhilly,,1,,,"""Donald Trump just gave a master class on how to get away with sexism"" #GOPDebate

http://t.co/FWrq8mkzTb",,2015-08-07 08:18:33 -0700,629672985415294976,New York City ,Eastern Time (US & Canada)
6542,Donald Trump,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,1.0,,onhilburn,,5,,,RT @JoshKlemp: Lame question for Trump... Megan Kelly @FoxNews #GOPdebate #FoxDebate @JohnDePetroshow,,2015-08-07 08:18:31 -0700,629672977144000512,,
6543,No candidate mentioned,1.0,yes,1.0,Neutral,0.6477,Abortion,0.6705,,frabjouslinz,,71,,,"RT @mochamomma: My son: Mom, why do they stay talking about abortions? 

Me: Because the power they want most is over women. 
#GOPDebate",,2015-08-07 08:18:29 -0700,629672969824944128,,
6544,No candidate mentioned,1.0,yes,1.0,Negative,1.0,None of the above,0.6484,,The_Robzilla,,0,,,#GOPDebate @HouseGOP @Senate_GOPs and most right-wingers in general have no problem dismissing/ignoring the oppression of marginalized ppl.,,2015-08-07 08:18:29 -0700,629672969527111680,J.A.P.A.N. ,Central Time (US & Canada)
6545,Donald Trump,0.3923,yes,0.6264,Neutral,0.3297,,0.23399999999999999,,AmoremGaudium,,121,,,RT @PatrickSvitek: Perry adviser Rob Johnson: Trump has spent 14 years saying you're fired and Perry has spent 14 years saying you're hired…,,2015-08-07 08:18:27 -0700,629672960564035584,Nor✯Cal,Pacific Time (US & Canada)
6546,Mike Huckabee,1.0,yes,1.0,Negative,1.0,LGBT issues,1.0,,Johnisnotamused,,0,,,Huckabee is so transphobic it is downright disgusting. #GOPDebate,,2015-08-07 08:18:26 -0700,629672955681841152,literally anywhere else,Quito
6547,Donald Trump,0.409,yes,0.6396,Negative,0.6396,Immigration,0.409,,iowafarm3,,119,,,"RT @JudgeJeanine: #GOPDebate @realDonaldTrump  go donald ""money going out drugs coming in"" no problem w legal immigration """,,2015-08-07 08:18:24 -0700,629672949646249984,,Central Time (US & Canada)
6548,Jeb Bush,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,raniecep,,0,,,"#GOPDebate --&gt; Jeb looked/sounded as if he had just left a horror movie showing, stunned, stilted, frozen.  Jeb doesn't want to be President",,2015-08-07 08:18:22 -0700,629672941123272704,Florida,Eastern Time (US & Canada)
6549,Donald Trump,1.0,yes,1.0,Positive,0.6897,Jobs and Economy,0.6897,,JaclynHStrauss,,0,,,I loved it in the #GOPdebate when @realDonaldTrump said he's made 10 billion dollars. And America owes 19 trillion.,,2015-08-07 08:18:21 -0700,629672938053218304,"Halifax, Nova Scotia, Canada",Mid-Atlantic
6550,No candidate mentioned,0.4347,yes,0.6593,Neutral,0.3331,Racial issues,0.4347,,CharlotteAbotsi,,1,,,RT @txindyjourno: #BlackLivesMatter Activists @CharlotteAbotsi &amp; Others Highlight Candidates' White Supremacist Ties During #GOPDebate: htt…,,2015-08-07 08:18:21 -0700,629672937172434944,Providence,Eastern Time (US & Canada)
6551,Ben Carson,1.0,yes,1.0,Negative,0.6546,None of the above,1.0,,arrzD,,12,,,"RT @LadySandersfarm: Sadly, there's too many lowinfos. Look at KK and Kanye with Hillary. #GOPDebate http://t.co/PjoRQqIRA3",,2015-08-07 08:18:20 -0700,629672931187101696,Michigan,Atlantic Time (Canada)
6552,No candidate mentioned,1.0,yes,1.0,Neutral,0.6598,None of the above,0.6495,,audrey52546,,183,,,"RT @ChuckNellis: I said the other day that every time Carly speaks Hillary pees a little, still true. #GOPDebate",,2015-08-07 08:18:20 -0700,629672930948063232,,
6553,No candidate mentioned,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,party_of_foor,,0,,,You know how your grandpa says something embarrassing each Christmas and you just have to roll with it? That was last night's #GOPDebate,,2015-08-07 08:18:19 -0700,629672929610043392,,Atlantic Time (Canada)
6554,No candidate mentioned,0.6711,yes,1.0,Negative,1.0,FOX News or Moderators,0.6597,,tamaraleighllc,,4,,,Disappointed. @megynkelly was my media #girlcrush &amp;after #GOPDebate think #WeAreOnABreak @FoxNews @realDonaldTrump  https://t.co/2DW9WCYTWI,,2015-08-07 08:18:19 -0700,629672928246935552,Host of Tamara Leighs Trend On,Mountain Time (US & Canada)
6555,No candidate mentioned,0.4335,yes,0.6584,Neutral,0.3526,Religion,0.2322,,drinkmorewater5,,11,,,RT @CloneNic: I’m basically in tears as I keep yelling “Separation of church and state” at my TV. #GOPDebate http://t.co/xKjLfiVwba,,2015-08-07 08:18:19 -0700,629672926824890368,,
6556,No candidate mentioned,1.0,yes,1.0,Neutral,1.0,None of the above,1.0,,tenacioushope,,6,,,"RT @talleytweets: ""Oh, and Lord...Please help make the @gregorybrothers mashup of tonight's #GOPDebate their best one yet. Amen."" #bedtimep…",,2015-08-07 08:18:18 -0700,629672926103519232,United States,
6557,Donald Trump,1.0,yes,1.0,Neutral,1.0,None of the above,1.0,,704Livin,,129,,,"RT @LindaSuhler: Drudge Report has Trump running away with the debate at &gt;39%.
Cruz is #2, at almost 14%.
#GOPDebate",,2015-08-07 08:18:18 -0700,629672924019064832,"Charlotte, North Carolina USA",Mountain Time (US & Canada)
6558,Ben Carson,1.0,yes,1.0,Negative,0.6859999999999999,FOX News or Moderators,0.6977,,makeliberalscry,,96,,,"RT @fakedansavage: Kelly: ""Dr. Carson, you are an unqualified, misinformed idiot. Who are you fooling?"" (I'm paraphrasing here.) #GOPDebate",,2015-08-07 08:18:18 -0700,629672923112960000,with the Kurds & Israelis 100%,Central Time (US & Canada)
6559,Ben Carson,1.0,yes,1.0,Negative,1.0,Religion,0.6395,,onemorechad,,230,,,RT @cenkuygur: Does Ben Carson also want to follow God's law on non-virgin wives - stoning them in front of their father's house? #GOPDebate,,2015-08-07 08:18:17 -0700,629672921640796160,,
6560,No candidate mentioned,1.0,yes,1.0,Positive,0.6686,None of the above,1.0,,Jyotsna3550,,4,,,RT @PaperCutPrint: #GOPDebate  looked like fun. Though I think I missed the swimsuit and talent contest rounds. #EveryoneLovesAPrincess htt…,,2015-08-07 08:18:16 -0700,629672917710680064,,
6561,No candidate mentioned,0.4664,yes,0.6829,Neutral,0.37799999999999995,Jobs and Economy,0.2582,,coopek,,2,,,"RT @etammykim: Starting at 11 a.m. EST, join us to Tweet about poverty and other topics the #GOPDebate failed to address. https://t.co/utic…",,2015-08-07 08:18:16 -0700,629672913688506368,Mid-Hudson Valley or Up State ,Eastern Time (US & Canada)
6562,Ted Cruz,1.0,yes,1.0,Neutral,0.3556,None of the above,1.0,,mtcsedwards,,1,,,RT @DaTechGuyblog: Is it jut me or is @tedcruz playing 3D chess in a room full of checkers players?  #gopdebate #tcot #p2,,2015-08-07 08:18:15 -0700,629672913193553920,,Eastern Time (US & Canada)
6563,No candidate mentioned,1.0,yes,1.0,Neutral,1.0,None of the above,1.0,,karibowieHertel,,6,,,RT @robportman: Watching the #GOPdebate in Dublin with our Columbus interns and supporters! - RP http://t.co/OomoEsnMhO,,2015-08-07 08:18:15 -0700,629672909468905472,"Dublin, Ohio",Eastern Time (US & Canada)
6564,Jeb Bush,0.6854,yes,1.0,Negative,1.0,FOX News or Moderators,1.0,,DougAdamavich,,1,,,RT @LotusTom: FOX news last night revealed themselves to what many of us already knew they were: Bush apologists. #GOPDebate,,2015-08-07 08:18:14 -0700,629672909192101888,"Mesa, AZ",Arizona
6565,Donald Trump,1.0,yes,1.0,Negative,1.0,Women's Issues (not abortion though),1.0,,lasager,,71,,,"RT @Momastery: Yes,Trump and audience at the #GOPDebate it's HILARIOUS to call women fat pigs and tell them to get on their knees. Laugh aw…",,2015-08-07 08:18:12 -0700,629672900941877248,,
6566,Donald Trump,1.0,yes,1.0,Negative,0.6842,None of the above,1.0,,SmittyMyBro,,0,,,"Trump's response?
""I think the biggest problem this country has is being politically correct."" 
#GOPDebate @SmittyMyBro",,2015-08-07 08:18:12 -0700,629672897791963136,John Smith AKA Bazooka Joe,Central Time (US & Canada)
6567,Donald Trump,1.0,yes,1.0,Negative,1.0,Women's Issues (not abortion though),1.0,,redandright,,0,,,So Donald Trump is uncouth misogynist.  Another thing he has in common with Bill Clinton.  @megynkelly #GOPDebate @ellencarmichael,,2015-08-07 08:18:12 -0700,629672896890314752,,Central Time (US & Canada)
6568,Donald Trump,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,aleyjhuesgen,,0,,,"Trump is done after last night, end of story #GOPDebate",,2015-08-07 08:18:11 -0700,629672894348443648,Washington DC,Arizona
6569,No candidate mentioned,1.0,yes,1.0,Negative,0.6873,None of the above,0.6873,,lewisrobs,,0,,,"#GOPDebate Fun Fact: 
Carly Fiorina is the only one of last night's debaters to have ever given a woman an orgasm. #politics",,2015-08-07 08:18:11 -0700,629672893581017088,"Barton, VT",
6570,Donald Trump,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,sumner,,0,,,Maybe the only way to compete with Trump is to bring one of the Duck Dynasty characters into the primary. #GOPDebate,,2015-08-07 08:18:11 -0700,629672893320966144,"29.949035,-95.330847",Central Time (US & Canada)
6571,Donald Trump,0.4171,yes,0.6458,Neutral,0.6458,None of the above,0.4171,,GaltsGirl,,1,,,"Trump's entire #GOPDebate performance: Don't hate the player. The rules are made for me, and I love it.",,2015-08-07 08:18:11 -0700,629672892880560128,Behind The Obama Curtain,Mountain Time (US & Canada)
6572,No candidate mentioned,1.0,yes,1.0,Negative,1.0,None of the above,0.6591,,DanSmith300,,42,,,RT @LibyaLiberty: The #GOPDebate in pictures. http://t.co/3wYsQ41YaK,,2015-08-07 08:18:10 -0700,629672888568668160,,Pacific Time (US & Canada)
6573,No candidate mentioned,1.0,yes,1.0,Negative,1.0,Religion,1.0,,Sofia16E,,4,,,RT @TripLangley: Are they running for pope or president? Why would you end a political debate by asking if anyone is hearing DIRECTLY FROM …,,2015-08-07 08:18:08 -0700,629672883749548032,,
